Title,Link,Date,Content
台積電還不是最操！網曝「頂大1狀況」超血汗：累又沒錢,https://tw.news.yahoo.com/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%82%84%E4%B8%8D%E6%98%AF%E6%9C%80%E6%93%8D-%E7%B6%B2%E6%9B%9D-%E9%A0%82%E5%A4%A71%E7%8B%80%E6%B3%81-%E8%B6%85%E8%A1%80%E6%B1%97-%E7%B4%AF%E5%8F%88%E6%B2%92%E9%8C%A2-103303145.html,,財經中心／周孟漢報導在台灣被譽為「護國神山」的台積電，在全球晶片產業扮演龍頭角色，每年也提供優渥的薪資、獎金、福利等，成為人人都想進的公司，不過極高的工作壓力也時有所聞。近日就有網友發文，好奇問道「要怎麼讓學生知道台積電有多操？」文章曝光後，掀起熱烈討論，其中就有網友指出，讀頂大研究所時遇到「1狀況」比到台積電操更慘。   1名網友在Dcard以「要怎麼讓學生知道台積電有多操」為題發文，好奇該如何用一句話讓學生理解台積電有多操，表示現在有不少學生不太懂，可能是因為做過服務業、會計業，有長期過很操生活的經歷，又或者曾待過暗黑實驗室，每天活在水深火熱之中，也有可能出身自私校高中，被學校的老師、學長姐高壓統治過，原PO認為，上述提及的這些年輕人，早就身經百戰，「要怎麼讓他們知道台積電有多操？」。  文章曝光後，立刻引發許多人共鳴，直喊「你各位知道2330是什麼意思嗎？那是下班時間」、「真實案例：我家被斷水斷電了，因為上班忙到沒時間去超商繳費，下班累到停車場一上車沒發動車就睡」、「去台積電要早八晚十，工作強度和高三一樣，半夜和假日還會被打電話討論錯題？」、「拿那個該死的健康報告就可以了」、「你賺的不是錢，是醫療費」、「2330意思是你每天只有30分鐘吃飯閉眼休息，剩下的23小時30分鐘都在工作」。  除此之外，也有曾讀頂大研究所時，選到暗黑實驗室的網友表示，「實驗室比台積奴多了，我公司下班還不會天黑，實驗室出來沒有看過白天，有沒有在管你連7跟12小，用台大那些破儀器做垃圾實驗，還沒領幾個錢，進公司真的爽多了」、「老實講，黑的實驗室才可怕。進台積不適應了不起換公司，黑實驗室要畢業了一直故意卡你學歷，這種賤人教授還不少。再補一點，在台積被當狗罵好歹有錢，在實驗室被當狗罵當狗用當狗酸什麼都沒有」、「真的…黑的實驗室才可怕…我朋友一天睡不到5小時，前幾個禮拜的颱風假，高雄淹水下暴雨，跟教授說外出騎機車危險，而且政府也說放颱風假了，能不能不要過去，先改做一些線上能做的事就好，答案是不行，至少大公司颱風天一定是會放…」。  原文出處：台積電還不是最辛苦！過來人點出「頂大1狀況」有夠血汗：累又沒錢 更多民視新聞報導不只台積電「台灣這些公司」也世界第一！網見1關鍵秒開酸台積電工作文化「累倒美國人」？學徒計畫員工親吐真心話館長狂讚中國《黑悟空》！竟大酸台灣：除了台積電沒別的可吹
AI帶動半導體強勢復甦　預估2030年成長24%,https://tw.news.yahoo.com/ai%E5%B8%B6%E5%8B%95%E5%8D%8A%E5%B0%8E%E9%AB%94%E5%BC%B7%E5%8B%A2%E5%BE%A9%E7%94%A6-%E9%A0%90%E4%BC%B02030%E5%B9%B4%E6%88%90%E9%95%B724-110050357.html,,[NOWnews今日新聞] 「SEMICON Taiwan 2024」將於4日登場，SEMI國際半導體協會今（2）日指出，半導體帶動台灣經濟外溢，產官攜手SEMICON Taiwan影響力與規模再攀高峰，預估AI將帶動半導體強勢復甦，2030年推估成長24%。 全球最大且最具影響力半導體年度盛會「SEMICON Taiwan 2024」國際半導體展將於9月4日至6 日於南港展覽館一、二館盛大登場，展會規模空前，被譽為「半導體界的奧林匹克」。今日舉行展前記者會，經濟部長郭智輝、日月光執行長吳田玉，以及台灣機械工業同業公會（TAMI）理事長莊大立與台灣工具機暨零組件工業同業公會（TMBA）理事長陳伯佳等多位產業領袖共襄盛舉，剖析市場前景展望，探討台灣半導體如何運用產業優勢強化外溢效應。 會中，SEMI全球行銷長暨台灣區總裁曹世綸​表示，台灣的半導體行業在近幾年來已成為整個行業中，最具影響力與話語權的重要區域，除了半導體本身，台灣的設計、製造和封裝測試也引領風騷，帶動整體行業發展，特別是在先進製造與先進封裝，以及晶圓2.0，台灣事實上是在重新形塑與規範，整體行業全新的樣貌，台灣被世界所注目的焦點也與過去五年明顯不同，基於市場的變化，許多產業的重要關鍵字，都是從台灣開始發聲。最經典的案例就是6月時超微（AMD）執行長蘇姿丰的一段話：台灣是唯一一個，當說出CoWoS時，大部分的人會知道是什麼的地方。 受AI、地緣政治、供應鏈韌性強化等措施，半導體投資和產能增長將在全球範圍內實現多元化，並推動半導體市場進入新一輪增長期。SEMI產業研究資深總監曾瑞榆指出，受季節性需求疲軟及消費者購買力下降影響，2024年第一季電子產品銷售雖然微幅下滑，然而，IC市場的回溫，已迅速反應在第一季記憶體價格與市場銷售，並大幅攀升79%，預期至2030年以前仍將持續強勁增長達到27至29%的年成長率。 而由AI驅動的高效能運算（HPC）晶片需求更將加速帶領半導體產業進入強勁的復甦期，預計至2030年以前，AI半導體市場年複合成長率將高達24%，並持續帶動半導體設備市場實現兩位數增長，市場規模有望超過1270億美元，其中台灣、中國和韓國將繼續在設備支出部分保持全球領先。 國際半導體協會表示，半導體業不僅是當前許多行業的基礎，對於發展衛星、無人機、自駕車、人工智慧、安控等產業，掌握先進製程與晶片至關重要。而台灣半導體產業作為全球科技發展的核心驅動力，其經濟外溢效應正推動各領域的創新轉型，從電動車、資料中心相關供應鏈到機械工業和工具機業等領域。 更多 NOWnews 今日新聞 報導 半導體遇AI迎黃金時刻！吳田玉點出台灣盲點 廣結善緣成賽局關鍵 國際半導體展亮點一次看！黃仁勳會來嗎？哪些類股將受惠？ 今日來講股／台股狹幅震盪 分析師曝「2關鍵」指數可望再攻前高
Fed降幅不如預期！新台幣失守31字頭、收32.021元,https://tw.news.yahoo.com/fed%E9%99%8D%E5%B9%85%E4%B8%8D%E5%A6%82%E9%A0%90%E6%9C%9F-%E6%96%B0%E5%8F%B0%E5%B9%A3%E5%A4%B1%E5%AE%8831%E5%AD%97%E9%A0%AD-%E6%94%B632-021%E5%85%83-112903079.html,,美國日前公布重要通膨數據，市場預期聯準會（Fed）降息1碼機率較高，推升國際美元走升，亞幣全面失守，新台幣今（9/2）開盤即小貶，加上台股由漲轉跌，外資大賣超，投信也持續匯出，匯價盤中重貶逾1角，央行進場防守，仍失守31字頭，終場收在32.021元、貶8.1分，創下近2周新低，總成交值20.035億美元。 美國日前公布7月個人消費支出物價指數（PCE）出爐，符合市場預期，顯示通膨平穩，市場認為Fed在9月降息1碼的機率偏高，美元指數走揚，非美貨幣全面翻黑。 匯銀人士指出，PCE數據出爐，使得美元止跌回穩，站穩101.6至101.7之間，又在人民幣和日圓偏弱的情況下，使得亞幣全面疲軟，新台幣一開盤就小貶，接著台股由紅翻黑，外資賣超159億元，且投信有海外買盤，匯價直接摜破32元整數關卡。 匯銀人士指出，央行見新台幣貶勢擴大，進場阻貶，使得貶福有些微收斂，但失守31字頭。後續要觀察美國公布的非農就業數據、製造業PMI指數，以及Fed開會結果；倘若Fed如預期降息1碼，市場早已提前反應，恐怕難有升值空間，況且，近期台股動能不足，短期內在31.9至32.1元間震盪。 根據央行統計，美元指數漲0.31%、歐元貶0.16%，日圓重貶1.05％、星幣貶0.33％、韓元貶0.29％、人民幣貶值0.28％、新台幣貶0.25％，越南盾小跌0.02%。 更多太報報導  降息助攻漲勢！新台幣8月強升近9角 月線收紅、中止連二黑  股匯再脫鉤！出口商急拋匯 助新台幣黑翻紅、收31.903元  股匯脫鉤！2股力道抗衡 新台幣連二貶、收31.95元
證券成交量前二十名　冠亞軍依舊這兩家　其中三檔ETF即將配息,https://tw.news.yahoo.com/%E8%AD%89%E5%88%B8%E6%88%90%E4%BA%A4%E9%87%8F%E5%89%8D%E4%BA%8C%E5%8D%81%E5%90%8D-%E5%86%A0%E4%BA%9E%E8%BB%8D%E4%BE%9D%E8%88%8A%E9%80%99%E5%85%A9%E5%AE%B6-%E5%85%B6%E4%B8%AD%E4%B8%89%E6%AA%94etf%E5%8D%B3%E5%B0%87%E9%85%8D%E6%81%AF-102920238.html,,財經中心／綜合報導 新新併購事件，投資客踴躍進場。今（9/2）成交量人氣王前20名，毫無懸念由新光金（2888）及中信金（2891）摘下冠亞軍，另外有三檔ETF即將配息，市場關注買氣旺、也穩居排行中。 受到新新併購事件，各自看好的投資客踴躍進場，以票支持。9月2日成交量人氣王，新光（2888）往前飛，中信（2891）繼續追，毫無懸念持續由新光金（2888）13.96張及中信金（2891）11.85張摘下冠亞軍，合計來到25.69萬張，老三則是元大美債20正2（00680L），成交量達10.69萬張，第四名期街口布蘭特正2（00715L），成交量10.15萬張，第五名是常勝軍元大台灣50反1（00632R），本日交易量為8.55萬張。 第六名電子股的群創光電（3481），交易量來到7.89萬張，也是前十名中唯一電子個股，第七名元大滬深300正2（00637L），交易量7.57萬張，第八名富邦恒生國企正2（00665L），交易量6.96萬張，第九名見到群益台灣精選高息（00919），成交量6.05萬張，第十名大關落在國泰20年美債正2（00688L）。 最接近前十的為第十一名復華台灣科技優息（00929），交易量4.96萬張，第十二~十五名，分別為訊舟（3047）、聯鈞（3450）、東台（4526）以及一詮（2486），交易量在4.9－4.7萬張之間，第十六名元大台灣價值高息（00940），交易量4.63萬張，第十七名中石化（1314），交易量為4.5萬張，最後排序到二十名，分別是十八開發金（2883）、十九錸德（2349）以及二十期元大S&P原油反1（00673R），交易量都在4萬張上下。   本日上榜ETF，群益台灣精選高息（00919）、復華台灣科技優息（00929）、元大台灣價值高息（00940），三檔皆即將除息，其中群益台灣精選高息（00919）公告第6次配息，前五次配息發配金額分別為0.54、0.54、0.55、0.66、0.7元，配息政策階梯式向上，已連續5次預估年化配息率逾10%，第6次配發金額為0.72元，成為市場注目焦點。復華台灣科技優息（00929）將在9月13號發放股息金額0.16元，以今日每股收盤價19.72元估計，年化配息率為9.72%，跌破10%。元大台灣價值高息（00940）9月5號除權息，10月1號發放0.05元，以今日每股收盤價9.78元估計，單月配息殖利率約為0.5%。 《民視新聞網》提醒您：內容僅供參考，投資人於決策時應審慎評估風險，並就投資結果自行負責。 原文出處：證券成交量前二十名 冠亞軍依舊這兩家 三檔ETF配息也很熱 更多民視新聞報導MLB（影）／阿瓦瑞茲連4季30轟 太空人4連戰橫掃皇家00673R淨值回升 證交所：9/3起恢復融資融券交易00919股息連4升 本季擬配息0.72元9/23除息
明年統籌款    北市首破700億冠全台,https://tw.news.yahoo.com/%E6%98%8E%E5%B9%B4%E7%B5%B1%E7%B1%8C%E6%AC%BE-%E5%8C%97%E5%B8%82%E9%A6%96%E7%A0%B4700%E5%84%84%E5%86%A0%E5%85%A8%E5%8F%B0-110106509.html,,【記者李娜台北報導】中央普通統籌分配稅款，明年度六都分走65%，全國並以台北市獲配逾707億元居冠元。中央對地方的財政支援，除中央統籌分配稅款由財政部按一定公式設算，並經地方政府確認後辦理分配，還包含一般性及專案性補助款，由行政院主計總處設算分配；計畫型補助款則由中央各主管機關辦理。統籌稅款方面，財政部會先通知地方政府，隔年可領到多少，將除以12個月、按月平均撥付；等當年收完稅，若實際數比預算數多，可望加發「紅包」給各地方政府。據財政部最新公布的普通統籌分配稅款明細，明年度通知分配金額總計4461.17億元，續寫歷史新高，比今年度通知分配金額增加超過649億元。全台22個縣市的分配金額均呈年增格局，檢視各縣市情形，六都分走近2907.44億元，占總額逾65%，其餘16縣市及鄉鎮市只分到近3成5、約1553.72億元。六都中，台北市明年分配金額達707.02億元居冠，新北市550.61億元居次， 高雄市507.41億元排第三，台中市452.44億元位列第四，桃園市362.75億元居第五，台南市327.21億元排第六。根據現行財劃法，中央將屬於國稅的所得稅、營業稅、貨物稅一部分，與屬於地方稅的土增稅一部分，納入普通統籌分配稅款，再透過公式指標分配給地方政府。為強化分配公式的合理性，財政部表示，未來修法將研議劃一直轄市及縣（市）分配基礎。截至目前，地方政府所提80個統籌稅款分配建議指標，已有23個指標因較不具客觀性或普遍性，原則上不會採行。2024/09/02
跟上台積電！經濟部將在九州設服務公司　助台廠供應鏈落地日本,https://tw.news.yahoo.com/%E8%B7%9F%E4%B8%8A%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E7%B6%93%E6%BF%9F%E9%83%A8%E5%B0%87%E5%9C%A8%E4%B9%9D%E5%B7%9E%E8%A8%AD%E6%9C%8D%E5%8B%99%E5%85%AC%E5%8F%B8-%E5%8A%A9%E5%8F%B0%E5%BB%A0%E4%BE%9B%E6%87%89%E9%8F%88%E8%90%BD%E5%9C%B0%E6%97%A5%E6%9C%AC-104727131.html,,台積電赴日本設廠，經濟部長郭智輝今（2）日透露，為協助供應鏈落地，經濟部正在規劃於日本九州設立服務公司，提供一站式服務，主要為台灣供應鏈廠商提供支持，而長崎、大分、宮崎、北九州等地也歡迎台廠投資布局；而關於台積電是否設立熊本第三廠，郭智輝則強調他無法替台積電代為回答。 日媒共同社近日報導，郭智輝稱台積電將在熊本設立第三廠，對此郭智輝在參加「SEMICON Taiwan 2024國際半導體展」展前記者會時表示，他無法替台積電代為回答，「我不知道，要問台積電。」台積電熊本一廠預計在今年第4季開始量產，二廠的興建也計畫在今年底啟動。 郭智輝自上任以來已兩度拜訪日本，上周剛結束在東京的「台日科技對話」，他今日表示，由於台日兩國之間的投資合作項目正在加速推進，未來仍有計劃再次訪日。 為協助台廠投資落地日本，郭智輝表示，經濟部規劃在九州設立服務公司，提供一站式服務，主要為服務台灣供應鏈廠商赴日投資。日本的長崎、大分、宮崎、北九州等地都歡迎台廠投資，因為現階段需要整合不同的投資條件，所以規劃先透過設立服務公司，協助廠商快速落地。 針對是否會前往日本其他地區設點，郭智輝指出，現階段經濟部將以九州為主，並視產業發展需要，評估未來是否在關西、關東地區設立更多據點。他提到，台灣往日本的投資應以供應鏈關係居多，台日產業之間的合作有加乘效果。 除了半導體合作外，郭智輝也強調了AI產業的潛力，並表示台灣的AI硬體發展已達全世界第一，能夠協助其他國家發展AI產業，也希望國際AI軟體公司能來台合作，他預計2025年至2028年將是AI發展的關鍵期，而台灣將在此期間發揮重要影響力。 此外，若美國共和黨總統候選人川普再次當選，如何說服他台灣沒有偷走美國晶片業？郭智輝則明確表示，「台灣當然沒有偷走美國的晶片業」，並強調台美兩國在晶片製造上是互補關係，由美國業者委託台灣廠商來生產晶片，因此美國業者還是保有最高的毛利率，未來台灣將會繼續向美方說明清楚。 更多風傳媒獨家新聞： ‧ 台積電海外設廠態度差很大？專家曝美國最艱辛：對德國投資非常積極 ‧ 救亡圖存！英特爾傳賣晶圓代工賠錢貨 分析師曝這公司接手可能性最高 更多風傳媒報導 救亡圖存！英特爾傳賣晶圓代工賠錢貨 分析師曝這公司接手可能性最高 台積電海外設廠態度差很大？專家曝美國最艱辛：對德國投資非常積極 「半導體四天王」首度同台！不只台積電、三星 設計與封裝巨頭也來了
賴總統重申沒限貸令 央行再找國銀「喝咖啡」閉門討論,https://tw.news.yahoo.com/%E8%B3%B4%E7%B8%BD%E7%B5%B1%E9%87%8D%E7%94%B3%E6%B2%92%E9%99%90%E8%B2%B8%E4%BB%A4-%E5%A4%AE%E8%A1%8C%E5%86%8D%E6%89%BE%E5%9C%8B%E9%8A%80-%E5%96%9D%E5%92%96%E5%95%A1-%E9%96%89%E9%96%80%E8%A8%8E%E8%AB%96-102933412.html,,財經中心／唐詩晴、梁駿樂 台北報導 限貸令亂象，不斷浮出檯面，就連總統賴清德也很關心，昨天接受專訪時再次幫央行澄清，沒有限貸令，認為是金融行庫因應過當了，回應總統的關切，周一一早，央行總裁楊金龍親上火線，再次找來國銀喝咖啡，最後達成兩點決議，針對首購族希望滿足需求，至於客訴則希望柔性勸導。 總統賴清德vs.主持人：「最近包括某政治人物的太太，去看1.2億的房子，大家都在想說到底買不買得起，你會去看1.2億的房子嗎？，基本上因為我當總統，我關心的是一般的人，能不能夠有房子可以住。」 節目專訪上，把時事題導到居住正義，總統賴清德，答得巧妙，同時也重申，政府沒有限貸令，央行找國銀討論房貸總量管理，是依法關注貸款安全。 總統賴清德重申，政府沒有限貸令。（圖／民視新聞） 總統賴清德vs.主持人：「中央銀行是在提醒，金融行庫在因應這個事件的時候，過當了。」  民視記者唐詩晴：「限貸令引發民怨，總統賴清德認為，是金融行庫因應過當才導致，不過就在週一一早，又傳出央行找來國銀喝咖啡，聚焦首購族放貸及客訴，兩大面向商討解方。」 周一一早，陸續有10幾台黑頭車進入央行。（圖／民視新聞） 一早9：40分左右，十幾台黑頭車，魚貫開入央行，傳出央行總裁楊金龍，親上火線，召集八大公股行庫總經理，開了2小時的閉門會議，連業務局、檢查局都要旁聽，最後楊金龍做出裁示，一要滿足首購族貸款需求，避免交屋違約，二來針對客訴，務必柔性勸導，但光是6月，國銀不動產放款占比，已經來到37.4%新高水位，有可能嗎？  房產趨勢中心經理陳定中：「已經談下去的，談好的一些條件，如果你都可以接受，那就盡快的去讓它進行，後續的貸款流程，要不然時間你越拖，申貸的時間越晚，可能又會遇到後續的，可能年底購屋旺季的，一些競爭的關係。」 房市專家認為，行庫放貸緊縮的狀況，將持續到年底購屋旺季，銀行內控機制，如何在滿水位，和便民之間，取得平衡，考驗各方智慧。  原文出處：賴總統重申沒有限貸令！ 楊金龍親上火線找國銀「喝咖啡」閉門討論 更多民視新聞報導房貸鬧錢荒限縮房貸衝擊！8月房市交易量月減23%金價站穩2500美元? 每錢一度突破台幣10140元民眾黨公開搜索畫面「提3質疑」 黃國昌轟北檢說謊 看更多相關新聞民眾貸不到款？央行再邀22家銀行「喝咖啡」 四重點、兩措施出爐限貸令「房貸卡住」發酵！8月六都移轉月減8% 專家：9月也會反映限貸亂象！楊金龍邀22家國銀「喝咖啡」銀行說法一次看房市近1年首見降溫！專家曝「2觀察指標」賴清德指銀行因應過當 李彥秀：應該先檢討新青安政策
金價站穩2500美元? 每錢一度突破台幣10140元,https://tw.news.yahoo.com/%E9%87%91%E5%83%B9%E7%AB%99%E7%A9%A92500%E7%BE%8E%E5%85%83-%E6%AF%8F%E9%8C%A2-%E5%BA%A6%E7%AA%81%E7%A0%B4%E5%8F%B0%E5%B9%A310140%E5%85%83-065537054.html,,"財經中心／葉為襄、郭文海 台北報導 八月中旬，國際金價當時才剛站上每盎司2508美元，沒想到才過兩星期已經來到2527美元！每錢一度突破新台幣1萬0140元，但黃金真的會再漲嗎？就有銀樓業者分析，這波漲勢除了烏俄戰爭和以巴衝突影響，還跟""去美元化""有關，因此業者認為，年底前有機會上看每盎司2600美元。 拿起火槍，把黃金熔成液態，黃金漲個不停，就連民眾到銀樓，喜好也跟著不同。 銀樓業者鄭如芳表示一兩重這個價格會在10萬塊錢。小小一個手鐲，要價10萬，金飾一入手就要扣掉2成耗損，現在買到底划不划算？因為國際金價上週來到最高每盎司2527美元，每台錢衝破10140元，但是從2017年以來，每年金價在9月都會下跌，今年有可能打破魔咒嗎？銀樓業者鄭如芳分析如果說一般這種飾品的，金飾銷量有相對的減少，買飾品的人都會覺得說，那我還不如買一個小金塊，小金豆，國際上有一個說法就是說，要去美元化，那中國跟俄國跟歐洲，很多國家他們會大量的買黃金，我覺得在年底應該很容易看到2600美元。 業者分析，去美元化也是黃金漲勢不斷的一大原因，攤開半年來黃金走勢，從2/15的1994美元，一路飆漲，8/30衝上最高2527美元，雖然周一金價小小回落，但是專家仍看好黃金的長線走勢。  台灣金融培訓協會理事長林昌興說聯準會預計9月份，啟動降息循環之下，今年度可能降息四碼，造成了美元報價，其實直接的滑落，所謂的全球的央行，持有的黃金並不是短線操作，而是準備長期的持有，因此外資法人持續的提出，如果黃金跌破2500美元，是一個好的加碼點，而不是出場點。今年九月美國聯準會有機會降息，連帶讓美元指數回落，帶動黃金漲幅，但提醒投資人買金飾和金條成本大不同，想要投資保本，買甚麼得多思量。 原文出處：國際金價站穩2500美元？每錢一度破台幣10140元 更多民視新聞報導台股成交量再下殺…收盤跌32點！專家揭「漲勢出現」：等到這時中東戰火一觸即發! 專家:本週金價有望創歷史新高國際黃金價格創歷史新高！每盎司飆破2500美元 專家曝兩原因"
〈開發金法說〉兩手策略擴大銀行規模 房貸瀕警戒線採保留資源,https://tw.stock.yahoo.com/news/%E9%96%8B%E7%99%BC%E9%87%91%E6%B3%95%E8%AA%AA-%E5%85%A9%E6%89%8B%E7%AD%96%E7%95%A5%E6%93%B4%E5%A4%A7%E9%8A%80%E8%A1%8C%E8%A6%8F%E6%A8%A1-%E6%88%BF%E8%B2%B8%E7%80%95%E8%AD%A6%E6%88%92%E7%B7%9A%E6%8E%A1%E4%BF%9D%E7%95%99%E8%B3%87%E6%BA%90-110854334.html,,近期金金併議題引起市場高度關注，開發金 (2883-TW) 今 (2) 日舉行法說會，總經理楊文鈞表示，管理層已備妥二種擴大銀行規模的策略，除了靠自己成長外，若有適合對象，即使獲利被稀釋，也會考慮併購；凱基銀行上半年放款成長強勁，銀行法 72-2 條房貸警戒線已來到 27.5%，下半年確實轉趨謹慎，保留資源給一些目標客群。 楊文鈞於法說會中談及併購議題，他直言，凱基銀行確實規模最小，分行數只有倒數第二家的一半，50 家分行據點不是不能做，但 100 家會不會更容易做，答案是肯定的，因此，經營團隊在擴大銀行規模議題上，做了很多討論。 楊文鈞認為，沒有小而美的銀行，金控是一顆大樹，銀行就是它的根，必須要有一定的規模，否則接不住龐大的業務。擴大規模有二個版本，第一是靠併購，但要能碰到價格合適、資源有互補性、增加網絡據點，才會認真去考慮，不過，「很難說買就一定好，因為要做的功課不一樣」；另一方面則是靠自己，但時間可能會拖得比較久。 楊文鈞進一步指出，經營銀行有三大基本要素，第一是資本、第二是人才，第三才是據點，近期業界大搶理專，因此，如何吸引培養好的人才是目前很重要的功課，我們將會持續加強，事實上，證券為我們帶來很多客戶，但銀行吃不下來那麼多的量，未來幾個月會繼續投入更多人才的培養，這是最重要的。 楊文鈞表示，隨著業務一直成長，資本適足率 (CAR Ratio) 就會變小，如果收購一家銀行，就能變相增加資本；若無法收購，也可在適當時機進行增資。 凱基銀行上半年持續擴大放款規模，中小企業、消費貸款、房屋貸款及大型企業放款皆呈現雙位數年成長。總經理許維銘指出，疫情過後，法金、個金放款成長動能都相當強勁，但也會考量風險性資產 (RWA) 的增加，對於資本適足率的影響。 展望全年放款目標，許維銘表示，希望維持成長 10%-15%，並持續優化放款組合，包括個金的房貸、信貸以及法金專案融資，會謹慎維持在預算內。 對於銀行法 72-2 條房貸警戒線，許維銘說明，凱基銀行上半年度已經來到 27.5%，因此開始審慎看待額度控管問題，尤其是 6 月之後到第三季，股利發放後會有些存款的變動。 對於外界質疑是否有限貸令，許維銘透露，今天上午前往央行開會，總裁楊金龍詢問各家業者的看法，就凱基銀行來說，並沒有所謂的限貸令，我們會根據自身的資源，在撥貸上有一些流程順序的考量，業界對於 72-2 條限制都相當謹慎，使得民眾很緊張借不到錢。 就凱基銀行自家政策來說，許維銘表示，還是希望房貸資源保留給一些目標客群，因為承作量能沒有這麼大，資源相當珍貴，目前沒有接獲客戶來抱怨借不到，至於延後撥貸的說法，許維銘強調，貸款程序沒有這麼單純，中間還涉及房屋鑑價、對保、額度等相關事宜。 更多鉅亨報導•楊文鈞為股價抱屈致歉 股利政策轉向長遠穩定
2024年全球乳業20強榜單發佈 伊利蟬聯全球五強、亞洲第一,https://tw.stock.yahoo.com/news/2024%E5%B9%B4%E5%85%A8%E7%90%83%E4%B9%B3%E6%A5%AD20%E5%BC%B7%E6%A6%9C%E5%96%AE%E7%99%BC%E4%BD%88-%E4%BC%8A%E5%88%A9%E8%9F%AC%E8%81%AF%E5%85%A8%E7%90%83%E4%BA%94%E5%BC%B7-%E4%BA%9E%E6%B4%B2%E7%AC%AC-110100099.html,,阿姆斯特丹2024年8月30日 /美通社/ -- 繼伊利在8月20日Brand Finance發佈的品牌價值榜蟬聯全球乳業第一後，8月26日，荷蘭合作銀行發佈「2024全球乳業20強」榜單，伊利再度蟬聯全球乳業五強、連續11年穩居亞洲乳業第一，再次成為唯一進入全球五強的亞洲乳企。 「2024全球乳業20強」榜單以全球各大乳品企業銷售數據和財務報表的信息作為排位的主要依據，是目前全球乳業權威排行榜單之一。綜合來看，全球乳業競爭格局日趨激烈，本年度20強排名變化顯著，其中，僅有不到一半的上榜公司排名與上一年度相同，有7家乳企排名出現不同程度的下降，1家乳企被擠出20強榜單。 伊利堅持高目標引領，憑借全產業鏈的競爭優勢持續擴大領先地位，實現營業總收入連續31年穩健增長，穩居全球乳業五強、亞洲乳業第一。2023年，伊利堅守品質根基，通過調整產品結構、優化銷售模式等帶動消費增長，通過加碼創新和數智化投入進一步提升運營效率，推動公司實現營業總收入1261.79億元、歸母淨利潤104.29億元，雙創歷史新高。其中，伊利海外業務表現同樣亮眼，Cremo、Joyday暢銷東南亞，產品首次登陸非洲，公司整體海外收入同比增長10.08%，產品已銷往60多個國家和地區，正獲得越來越多全球消費者的喜愛。2024年一季度，伊利實現總營收325.77億元，歸母淨利潤59.23億元。 荷蘭合作銀行報告指出，全球乳製品市場規模保持增長，乳企紛紛調整戰略仍有增長潛力。作為全球乳業五強、亞洲乳業第一，伊利在實現自我穩健發展的同時，引領行業高質量發展，加快向著「成為全球最值得信賴的健康食品提供者」的企業願景前行。 View original content to download multimedia:https://www.prnewswire.com/apac/zh/news-releases/202420--302235902.html SOURCE 伊利集團
